jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
24,1,0,3353,unknown,unknown
36,1,1,2531,unknown,unknown
15,1,1,2607,unknown,unknown
25,1,1,2175,unknown,unknown
39,1,1,2531,unknown,unknown
13,0,1,3547,unknown,unknown
41,0,1,2386,unknown,unknown
42,1,1,3146,unknown,unknown
48,0,0,3349,unknown,unknown
5,1,1,2912,unknown,unknown
28,1,0,761,unknown,unknown
20,1,0,3893,unknown,unknown
13,1,1,2642,unknown,unknown
29,0,1,2278,unknown,unknown
27,1,1,2148,unknown,unknown
14,1,1,2987,unknown,unknown
36,1,1,1163,unknown,unknown
14,1,0,3317,unknown,unknown
44,0,1,2854,unknown,unknown
32,0,1,2380,unknown,unknown
15,1,0,1877,unknown,unknown
43,1,1,3231,unknown,unknown
25,1,1,2910,unknown,unknown
12,1,0,4397,unknown,unknown
34,1,1,6240,unknown,unknown
34,1,1,4950,unknown,unknown
47,0,0,2341,unknown,unknown
31,1,1,1980,unknown,unknown
39,0,1,3034,unknown,unknown
45,1,1,2636,unknown,unknown
43,1,1,2586,unknown,unknown
34,0,1,1261,unknown,unknown
23,1,1,3048,unknown,unknown
38,0,0,3169,unknown,unknown
33,1,0,4061,unknown,unknown
43,1,1,2406,unknown,unknown
10,1,1,3482,unknown,unknown
9,1,1,1827,unknown,unknown
28,1,1,959,unknown,unknown
36,0,1,3184,unknown,unknown
34,1,0,2249,unknown,unknown
26,0,1,1975,unknown,unknown
28,1,0,3413,unknown,unknown
45,0,1,2239,unknown,unknown
28,1,0,2133,unknown,unknown
28,0,0,2053,unknown,unknown
35,0,1,3256,unknown,unknown
35,1,1,3944,unknown,unknown
56,0,1,2746,unknown,unknown
26,0,1,2443,unknown,unknown
38,0,1,2890,unknown,unknown
50,0,0,2281,unknown,unknown
46,1,0,4329,unknown,unknown
27,0,1,925,unknown,unknown
17,1,1,2778,unknown,unknown
6,1,1,1872,unknown,unknown
20,1,0,2853,unknown,unknown
40,1,1,3270,unknown,unknown
36,1,1,4826,unknown,unknown
29,1,1,3038,unknown,unknown
44,1,1,4824,unknown,unknown
45,1,0,3101,unknown,unknown
27,1,1,3468,unknown,unknown
5,1,1,2942,unknown,unknown
6,1,1,2462,unknown,unknown
62,0,1,2026,unknown,unknown
13,1,0,5897,unknown,unknown
49,1,1,2691,unknown,unknown
7,1,1,2852,unknown,unknown
44,0,1,3676,unknown,unknown
5,1,1,900,unknown,unknown
5,1,1,6527,unknown,unknown
45,1,0,2069,unknown,unknown
16,0,0,2593,unknown,unknown
31,1,1,3435,unknown,unknown
35,1,1,2979,unknown,unknown
62,0,1,3991,unknown,unknown
25,1,1,3498,unknown,unknown
40,1,1,3570,unknown,unknown
35,0,1,3064,unknown,unknown
39,1,1,3080,unknown,unknown
6,1,1,418,unknown,unknown
40,1,1,2946,unknown,unknown
22,1,1,3423,unknown,unknown
7,1,1,3402,unknown,unknown
43,1,1,4236,unknown,unknown
36,1,1,1979,unknown,unknown
23,0,1,3160,unknown,unknown
41,0,1,2716,unknown,unknown
32,1,0,1869,unknown,unknown
37,1,1,2475,unknown,unknown
35,0,1,2044,unknown,unknown
30,0,1,2023,unknown,unknown
39,1,1,2135,unknown,unknown
13,1,1,2847,unknown,unknown
37,1,1,1836,unknown,unknown
13,1,1,2312,unknown,unknown
27,0,1,3028,unknown,unknown
20,1,0,3413,unknown,unknown
25,1,1,1890,unknown,unknown
39,1,1,2000,unknown,unknown
34,1,1,6870,unknown,unknown
15,0,1,3322,unknown,unknown
55,1,0,2121,unknown,unknown
33,0,1,5659,unknown,unknown
48,1,1,3416,unknown,unknown
26,0,0,2485,unknown,unknown
9,1,1,2007,unknown,unknown
15,1,1,2732,unknown,unknown
9,1,1,2627,unknown,unknown
23,0,0,2425,unknown,unknown
26,0,1,2803,unknown,unknown
30,1,0,2945,unknown,unknown
39,1,1,2199,unknown,unknown
6,0,1,1942,unknown,unknown
49,1,1,5631,unknown,unknown
10,1,1,2727,unknown,unknown
40,1,1,2459,unknown,unknown
23,1,1,1446,unknown,unknown
33,1,1,3200,unknown,unknown
42,1,0,459,unknown,unknown
24,1,1,3260,unknown,unknown
25,1,1,2898,unknown,unknown
37,1,1,2099,unknown,unknown
30,1,1,3543,unknown,unknown
14,1,1,4952,unknown,unknown
23,0,1,2488,unknown,unknown
55,1,0,4581,unknown,unknown
31,1,0,2085,unknown,unknown
25,0,1,536,unknown,unknown
38,0,1,3100,unknown,unknown
57,1,1,2186,unknown,unknown
37,1,1,2700,unknown,unknown
17,1,1,3858,unknown,unknown
20,0,0,2173,unknown,unknown
47,1,1,1884,unknown,unknown
18,1,1,2883,unknown,unknown
46,1,0,3009,unknown,unknown
25,1,1,2415,unknown,unknown
60,1,1,1826,unknown,unknown
21,1,1,1415,unknown,unknown
9,1,1,2447,unknown,unknown
24,1,0,2225,unknown,unknown
42,1,0,2501,unknown,unknown
56,0,1,704,unknown,unknown
23,0,1,2950,unknown,unknown
46,1,1,3216,unknown,unknown
54,1,1,669,unknown,unknown
9,0,1,3367,unknown,unknown
39,1,1,1914,unknown,unknown
37,1,1,2355,unknown,unknown
38,0,1,1879,unknown,unknown
47,0,0,4441,unknown,unknown
11,0,1,2302,unknown,unknown
20,0,0,2413,unknown,unknown
30,1,1,1943,unknown,unknown
54,1,1,2351,unknown,unknown
46,0,1,2359,unknown,unknown
36,0,0,2689,unknown,unknown
33,1,1,3179,unknown,unknown
27,1,1,3428,unknown,unknown
46,1,1,3546,unknown,unknown
24,0,0,3433,unknown,unknown
29,0,1,2020,unknown,unknown
12,1,1,2912,unknown,unknown
5,1,0,2777,unknown,unknown
6,0,1,3562,unknown,unknown
25,1,1,2940,unknown,unknown
44,0,1,3811,unknown,unknown
10,1,1,1902,unknown,unknown
15,1,1,2442,unknown,unknown
35,0,0,3589,unknown,unknown
24,1,0,3753,unknown,unknown
50,0,0,2461,unknown,unknown
6,1,1,2352,unknown,unknown
38,0,1,3226,unknown,unknown
42,1,1,351,unknown,unknown
11,1,1,2867,unknown,unknown
61,1,1,2256,unknown,unknown
24,1,1,2750,unknown,unknown
36,0,1,452,unknown,unknown
41,1,0,2169,unknown,unknown
25,1,1,1860,unknown,unknown
38,1,1,833,unknown,unknown
23,0,1,2635,unknown,unknown
26,0,1,3115,unknown,unknown
47,0,1,1831,unknown,unknown
29,1,1,2798,unknown,unknown
46,0,1,1681,unknown,unknown
7,0,1,1744,unknown,unknown
33,1,1,2756,unknown,unknown
37,1,1,5204,unknown,unknown
20,1,0,6933,unknown,unknown
45,1,0,2441,unknown,unknown
39,1,1,3026,unknown,unknown
47,1,1,3584,unknown,unknown
48,1,0,2769,unknown,unknown
6,1,1,301,unknown,unknown
47,1,0,6149,unknown,unknown
16,0,0,4033,unknown,unknown
11,1,1,698,unknown,unknown
10,1,1,3372,unknown,unknown
50,0,0,2641,unknown,unknown
33,1,1,2246,unknown,unknown
41,0,1,316,unknown,unknown
42,1,0,2049,unknown,unknown
10,1,1,2672,unknown,unknown
18,1,1,2723,unknown,unknown
33,1,1,2891,unknown,unknown
23,1,1,3528,unknown,unknown
20,0,0,3493,unknown,unknown
12,1,1,3407,unknown,unknown
47,0,1,432,unknown,unknown
36,1,1,2090,unknown,unknown
12,1,1,4532,unknown,unknown
25,1,1,2400,unknown,unknown
5,1,1,3107,unknown,unknown
7,0,1,6562,unknown,unknown
55,1,1,1986,unknown,unknown
46,1,1,2939,unknown,unknown
13,1,0,3837,unknown,unknown
33,0,1,3874,unknown,unknown
39,1,1,3191,unknown,unknown
26,0,1,2170,unknown,unknown
7,1,0,2757,unknown,unknown
26,0,1,2080,unknown,unknown
33,1,1,1253,unknown,unknown
20,0,1,6835,unknown,unknown
22,0,1,3103,unknown,unknown
35,0,0,862,unknown,unknown
40,1,1,2744,unknown,unknown
22,1,1,2103,unknown,unknown
33,1,1,1910,unknown,unknown
32,0,1,2680,unknown,unknown
23,0,0,2845,unknown,unknown
39,1,1,3500,unknown,unknown
41,0,1,2896,unknown,unknown
48,1,1,2606,unknown,unknown
21,1,1,3318,unknown,unknown
54,1,1,6296,unknown,unknown
16,0,0,2113,unknown,unknown
7,0,0,1957,unknown,unknown
29,0,1,3040,unknown,unknown
16,1,0,2033,unknown,unknown
12,1,1,2787,unknown,unknown
21,0,1,3718,unknown,unknown
40,1,1,2100,unknown,unknown
33,0,1,2824,unknown,unknown
8,1,1,2967,unknown,unknown
22,1,1,2783,unknown,unknown
39,1,0,3189,unknown,unknown
15,0,1,5932,unknown,unknown
29,0,1,2515,unknown,unknown
10,1,1,6422,unknown,unknown
32,1,1,3384,unknown,unknown
39,1,1,1895,unknown,unknown
45,0,1,3259,unknown,unknown
15,1,0,3197,unknown,unknown
33,1,1,2066,unknown,unknown
35,0,1,2299,unknown,unknown
38,0,1,2731,unknown,unknown
63,1,1,2936,unknown,unknown
22,1,1,2583,unknown,unknown
23,1,1,2048,unknown,unknown
20,0,0,7045,unknown,unknown
36,1,1,3560,unknown,unknown
45,1,1,4859,unknown,unknown
33,1,0,3065,unknown,unknown
20,0,0,4525,unknown,unknown
32,0,0,2449,unknown,unknown
37,1,1,2070,unknown,unknown
42,1,1,2471,unknown,unknown
40,1,0,2625,unknown,unknown
13,0,1,5512,unknown,unknown
54,1,0,2861,unknown,unknown
46,1,1,2954,unknown,unknown
20,0,1,4810,unknown,unknown
37,1,1,3315,unknown,unknown
13,1,0,2477,unknown,unknown
59,0,1,2056,unknown,unknown
24,1,0,2753,unknown,unknown
25,1,1,1656,unknown,unknown
7,1,0,1917,unknown,unknown
33,1,1,2414,unknown,unknown
45,1,0,2309,unknown,unknown
27,1,0,4985,unknown,unknown
29,0,1,1900,unknown,unknown
32,0,1,3451,unknown,unknown
14,0,1,2947,unknown,unknown
27,1,1,3860,unknown,unknown
47,1,0,1148,unknown,unknown
46,1,1,2406,unknown,unknown
36,1,1,3035,unknown,unknown
38,0,0,1428,unknown,unknown
45,0,0,767,unknown,unknown
33,1,1,2360,unknown,unknown
10,0,0,1957,unknown,unknown
55,1,1,2286,unknown,unknown
6,1,1,3122,unknown,unknown
32,0,0,3205,unknown,unknown
40,1,0,308,unknown,unknown
5,1,1,3147,unknown,unknown
46,1,1,4866,unknown,unknown
15,1,1,3252,unknown,unknown
29,0,1,1135,unknown,unknown
32,0,1,1816,unknown,unknown
38,0,1,2575,unknown,unknown
20,1,0,2813,unknown,unknown
32,1,1,2859,unknown,unknown
38,0,1,2350,unknown,unknown
24,0,0,1993,unknown,unknown
48,0,1,2314,unknown,unknown
40,1,0,3585,unknown,unknown
31,0,1,2248,unknown,unknown
6,1,1,2682,unknown,unknown
40,0,0,2629,unknown,unknown
30,1,1,2583,unknown,unknown
33,1,1,5351,unknown,unknown
56,0,1,3076,unknown,unknown
22,1,0,2685,unknown,unknown
32,1,1,2279,unknown,unknown
20,0,0,4693,unknown,unknown
38,0,1,2860,unknown,unknown
20,1,0,4133,unknown,unknown
39,1,1,2084,unknown,unknown
54,1,1,3191,unknown,unknown
37,1,1,2166,unknown,unknown
43,0,0,3529,unknown,unknown
11,1,1,2412,unknown,unknown
15,1,1,2372,unknown,unknown
13,1,0,2957,unknown,unknown
45,1,1,2904,unknown,unknown
28,1,0,644,unknown,unknown
36,1,1,2876,unknown,unknown
13,1,1,309,unknown,unknown
38,0,1,735,unknown,unknown
34,1,0,5505,unknown,unknown
6,0,0,3097,unknown,unknown
42,1,0,2289,unknown,unknown
56,0,1,2071,unknown,unknown
40,1,1,3339,unknown,unknown
38,1,1,1117,unknown,unknown
12,1,1,3627,unknown,unknown
37,0,1,3319,unknown,unknown
14,0,1,4567,unknown,unknown
46,1,1,2571,unknown,unknown
24,1,1,2330,unknown,unknown
17,0,1,1978,unknown,unknown
20,0,1,6940,unknown,unknown
32,0,1,2875,unknown,unknown
32,0,1,2455,unknown,unknown
44,0,1,2374,unknown,unknown
12,0,0,3517,unknown,unknown
64,1,1,3366,unknown,unknown
33,1,0,2765,unknown,unknown
6,0,1,379,unknown,unknown
31,1,0,2805,unknown,unknown
22,1,1,2460,unknown,unknown
40,0,1,2644,unknown,unknown
26,0,0,2185,unknown,unknown
35,1,1,2654,unknown,unknown
5,0,1,1882,unknown,unknown
13,1,1,3972,unknown,unknown
9,1,1,2282,unknown,unknown
48,1,1,2484,unknown,unknown
11,1,1,4707,unknown,unknown
55,1,1,1264,unknown,unknown
11,0,1,3802,unknown,unknown
25,1,1,4938,unknown,unknown
32,1,1,2774,unknown,unknown
45,0,1,2224,unknown,unknown
37,1,1,2811,unknown,unknown
6,1,1,3042,unknown,unknown
20,1,0,2973,unknown,unknown
40,1,0,2925,unknown,unknown
21,1,0,1383,unknown,unknown
44,1,1,3224,unknown,unknown
20,0,1,4075,unknown,unknown
5,0,1,6142,unknown,unknown
45,1,1,3266,unknown,unknown
49,1,1,4476,unknown,unknown
19,1,1,1026,unknown,unknown
5,1,1,2502,unknown,unknown
20,1,0,3053,unknown,unknown
26,1,1,2363,unknown,unknown
10,1,1,1141,unknown,unknown
24,1,0,2945,unknown,unknown
22,0,1,882,unknown,unknown
39,1,1,2006,unknown,unknown
26,1,1,3443,unknown,unknown
34,1,1,2016,unknown,unknown
9,0,1,2707,unknown,unknown
24,1,0,2433,unknown,unknown
12,0,1,1882,unknown,unknown
60,1,1,774,unknown,unknown
42,1,1,1964,unknown,unknown
40,1,0,3045,unknown,unknown
27,1,1,2748,unknown,unknown
19,0,1,1765,unknown,unknown
38,0,1,2419,unknown,unknown
35,0,1,2131,unknown,unknown
24,1,0,3233,unknown,unknown
36,1,0,2349,unknown,unknown
64,1,0,498,unknown,unknown
5,0,1,2722,unknown,unknown
12,0,0,2377,unknown,unknown
20,0,1,5890,unknown,unknown
46,1,1,6156,unknown,unknown
47,1,1,2379,unknown,unknown
23,0,1,3928,unknown,unknown
22,1,1,5463,unknown,unknown
8,1,1,2442,unknown,unknown
42,1,1,2006,unknown,unknown
41,1,1,938,unknown,unknown
39,1,1,3374,unknown,unknown
6,1,1,2862,unknown,unknown
17,0,1,2098,unknown,unknown
36,1,0,5981,unknown,unknown
45,1,1,2951,unknown,unknown
11,1,1,3527,unknown,unknown
35,1,1,1859,unknown,unknown
26,1,1,2723,unknown,unknown
19,1,1,847,unknown,unknown
25,1,1,2418,unknown,unknown
43,1,0,2309,unknown,unknown
33,1,1,2030,unknown,unknown
10,1,1,1887,unknown,unknown
43,1,1,3444,unknown,unknown
5,0,1,3367,unknown,unknown
47,0,0,3001,unknown,unknown
39,1,1,2099,unknown,unknown
34,1,1,4320,unknown,unknown
44,1,1,2174,unknown,unknown
5,1,1,4467,unknown,unknown
47,0,1,3166,unknown,unknown
21,0,1,2638,unknown,unknown
26,1,1,4203,unknown,unknown
39,1,1,984,unknown,unknown
51,1,1,1916,unknown,unknown
10,1,1,1180,unknown,unknown
40,1,1,2466,unknown,unknown
34,1,1,382,unknown,unknown
13,0,1,4222,unknown,unknown
61,1,1,1369,unknown,unknown
13,1,0,733,unknown,unknown
9,0,1,4672,unknown,unknown
10,0,0,3577,unknown,unknown
31,1,1,3000,unknown,unknown
23,0,0,3085,unknown,unknown
53,0,1,2926,unknown,unknown
22,1,1,2943,unknown,unknown
29,1,1,1838,unknown,unknown
38,0,1,2266,unknown,unknown
62,0,0,2821,unknown,unknown
12,1,0,3077,unknown,unknown
31,1,1,3128,unknown,unknown
8,1,0,4077,unknown,unknown
45,1,1,2379,unknown,unknown
20,1,0,5253,unknown,unknown
11,1,0,2057,unknown,unknown
62,0,1,2686,unknown,unknown
47,0,0,2821,unknown,unknown
9,0,1,6982,unknown,unknown
36,0,1,2674,unknown,unknown
29,0,1,3175,unknown,unknown
46,1,0,2541,unknown,unknown
18,1,1,3683,unknown,unknown
19,0,1,3028,unknown,unknown
33,1,0,4469,unknown,unknown
13,1,1,4742,unknown,unknown
44,1,1,2799,unknown,unknown
44,0,1,1638,unknown,unknown
30,1,1,2343,unknown,unknown
43,1,0,1400,unknown,unknown
43,1,1,2934,unknown,unknown
15,1,1,2127,unknown,unknown
20,0,0,6205,unknown,unknown
32,0,1,2260,unknown,unknown
24,1,1,2510,unknown,unknown
59,0,0,1861,unknown,unknown
58,1,1,6366,unknown,unknown
27,1,1,5540,unknown,unknown
5,1,1,1709,unknown,unknown
8,1,1,3132,unknown,unknown
28,1,1,1379,unknown,unknown
43,0,1,1576,unknown,unknown
37,1,1,3000,unknown,unknown
11,1,1,2742,unknown,unknown
8,1,1,2882,unknown,unknown
33,1,0,1989,unknown,unknown
34,1,1,3900,unknown,unknown
12,1,1,5687,unknown,unknown
38,0,1,2251,unknown,unknown
33,1,1,3086,unknown,unknown
28,1,0,823,unknown,unknown
37,1,0,1929,unknown,unknown
23,0,1,2110,unknown,unknown
12,1,1,3462,unknown,unknown
19,1,1,2028,unknown,unknown
55,1,1,2811,unknown,unknown
48,1,1,1931,unknown,unknown
58,1,1,2931,unknown,unknown
11,0,1,2662,unknown,unknown
51,1,1,3206,unknown,unknown
34,1,0,2181,unknown,unknown
33,1,1,2499,unknown,unknown
35,0,1,2926,unknown,unknown
35,1,1,1944,unknown,unknown
26,0,1,2800,unknown,unknown
35,0,1,578,unknown,unknown
46,1,1,3024,unknown,unknown
33,0,1,2839,unknown,unknown
32,0,1,2944,unknown,unknown
17,1,1,2258,unknown,unknown
40,1,1,2115,unknown,unknown
26,1,1,5883,unknown,unknown
25,1,1,3218,unknown,unknown
29,1,1,1337,unknown,unknown
47,0,0,2161,unknown,unknown
10,0,1,2287,unknown,unknown
38,0,1,3556,unknown,unknown
47,0,1,2986,unknown,unknown
27,1,1,2588,unknown,unknown
33,0,1,3079,unknown,unknown
15,1,1,3212,unknown,unknown
55,1,1,6891,unknown,unknown
19,1,1,3308,unknown,unknown
33,1,0,1925,unknown,unknown
28,1,1,749,unknown,unknown
55,1,0,918,unknown,unknown
23,0,1,3490,unknown,unknown
36,0,0,3169,unknown,unknown
42,1,1,1257,unknown,unknown
26,1,1,2163,unknown,unknown
20,0,0,5785,unknown,unknown
45,1,1,1435,unknown,unknown
33,1,1,1931,unknown,unknown
5,1,0,5757,unknown,unknown
10,1,1,1832,unknown,unknown
24,1,1,2855,unknown,unknown
38,1,1,1824,unknown,unknown
19,0,1,2068,unknown,unknown
36,1,1,3455,unknown,unknown
9,1,1,2792,unknown,unknown
32,0,1,2035,unknown,unknown
29,1,1,1878,unknown,unknown
14,1,1,1289,unknown,unknown
10,1,1,2327,unknown,unknown
15,1,1,2262,unknown,unknown
46,0,0,2869,unknown,unknown
35,1,0,1889,unknown,unknown
32,0,1,2179,unknown,unknown
25,1,1,2538,unknown,unknown
43,1,1,2084,unknown,unknown
36,1,1,763,unknown,unknown
41,0,1,2014,unknown,unknown
64,1,1,1896,unknown,unknown
24,1,1,3170,unknown,unknown
36,1,1,2036,unknown,unknown
10,1,0,2657,unknown,unknown
35,1,1,2399,unknown,unknown
61,1,1,2586,unknown,unknown
12,1,1,2252,unknown,unknown
13,0,1,2092,unknown,unknown
36,1,0,2285,unknown,unknown
32,0,1,2464,unknown,unknown
14,1,1,3182,unknown,unknown
14,0,1,2287,unknown,unknown
20,0,0,4705,unknown,unknown
61,1,1,3066,unknown,unknown
30,0,1,3343,unknown,unknown
7,0,1,589,unknown,unknown
53,0,0,2581,unknown,unknown
40,1,1,3239,unknown,unknown
35,1,1,2624,unknown,unknown
24,1,1,3155,unknown,unknown
33,1,1,1874,unknown,unknown
32,1,0,3029,unknown,unknown
9,1,1,4287,unknown,unknown
51,1,0,2741,unknown,unknown
42,1,1,2699,unknown,unknown
28,0,0,2173,unknown,unknown
8,1,1,2622,unknown,unknown
8,0,1,1852,unknown,unknown
44,1,0,2289,unknown,unknown
29,0,1,3490,unknown,unknown
14,1,1,2232,unknown,unknown
12,1,1,3132,unknown,unknown
5,1,1,2322,unknown,unknown
33,0,1,2584,unknown,unknown
26,0,1,2323,unknown,unknown
45,1,1,2324,unknown,unknown
37,1,1,3134,unknown,unknown
32,1,0,3809,unknown,unknown
47,0,0,2209,unknown,unknown
34,1,1,3336,unknown,unknown
40,0,0,3409,unknown,unknown
5,0,1,2707,unknown,unknown
24,0,0,5113,unknown,unknown
45,1,1,5484,unknown,unknown
28,1,0,952,unknown,unknown
57,1,1,2351,unknown,unknown
37,1,1,2964,unknown,unknown
39,1,1,2171,unknown,unknown
29,0,1,2530,unknown,unknown
34,1,1,3720,unknown,unknown
12,0,1,484,unknown,unknown
31,1,1,2910,unknown,unknown
25,0,1,2218,unknown,unknown
18,1,1,4803,unknown,unknown
38,0,1,3415,unknown,unknown
8,1,0,2897,unknown,unknown
43,0,1,2764,unknown,unknown
35,1,1,701,unknown,unknown
19,1,1,2708,unknown,unknown
27,1,0,6905,unknown,unknown
27,0,1,2908,unknown,unknown
12,1,0,1215,unknown,unknown
10,1,0,2837,unknown,unknown
64,1,1,2391,unknown,unknown
13,1,1,2187,unknown,unknown
64,1,1,2706,unknown,unknown
47,1,1,837,unknown,unknown
8,1,0,2417,unknown,unknown
40,1,1,2574,unknown,unknown
63,1,1,3086,unknown,unknown
38,0,1,4726,unknown,unknown
61,1,1,1715,unknown,unknown
46,1,1,3036,unknown,unknown
36,1,0,2589,unknown,unknown
12,1,0,2237,unknown,unknown
57,1,1,3476,unknown,unknown
8,0,1,2167,unknown,unknown
23,0,0,2005,unknown,unknown
24,1,0,532,unknown,unknown
30,1,1,1520,unknown,unknown
30,1,1,2103,unknown,unknown
26,0,1,1660,unknown,unknown
32,0,0,2209,unknown,unknown
6,0,1,2092,unknown,unknown
23,0,1,1888,unknown,unknown
52,1,1,2646,unknown,unknown
24,0,0,2833,unknown,unknown
7,1,1,1320,unknown,unknown
11,0,1,2167,unknown,unknown
32,0,1,3100,unknown,unknown
14,1,0,2657,unknown,unknown
36,1,1,1880,unknown,unknown
36,1,0,1047,unknown,unknown
41,1,1,2834,unknown,unknown
22,1,1,3510,unknown,unknown
37,0,1,6394,unknown,unknown
50,0,1,2791,unknown,unknown
35,0,0,2281,unknown,unknown
42,1,1,2784,unknown,unknown
24,1,1,2300,unknown,unknown
6,1,1,2327,unknown,unknown
23,1,1,3288,unknown,unknown
17,1,1,5778,unknown,unknown
61,1,1,2226,unknown,unknown
34,0,1,693,unknown,unknown
30,1,1,2915,unknown,unknown
40,1,1,3276,unknown,unknown
38,0,1,3706,unknown,unknown
31,0,1,2848,unknown,unknown
48,1,0,3009,unknown,unknown
37,1,1,1950,unknown,unknown
40,1,0,3261,unknown,unknown
36,1,0,3125,unknown,unknown
31,1,1,2688,unknown,unknown
53,0,1,2596,unknown,unknown
32,0,1,2980,unknown,unknown
39,1,0,3389,unknown,unknown
24,1,0,3513,unknown,unknown
20,1,0,3533,unknown,unknown
61,1,0,3561,unknown,unknown
14,1,0,2357,unknown,unknown
16,1,0,5393,unknown,unknown
7,1,0,2357,unknown,unknown
10,0,1,1942,unknown,unknown
38,1,1,2504,unknown,unknown
44,1,1,6044,unknown,unknown
44,1,1,2699,unknown,unknown
17,1,1,4098,unknown,unknown
35,0,1,2266,unknown,unknown
17,0,1,1376,unknown,unknown
41,0,1,2494,unknown,unknown
35,1,1,1974,unknown,unknown
34,1,1,2504,unknown,unknown
32,0,1,2986,unknown,unknown
20,0,1,6730,unknown,unknown
15,0,1,2827,unknown,unknown
11,1,1,5862,unknown,unknown
37,1,1,2114,unknown,unknown
15,1,1,2702,unknown,unknown
23,1,1,3248,unknown,unknown
26,0,1,3430,unknown,unknown
22,1,1,4343,unknown,unknown
25,1,1,2295,unknown,unknown
37,1,1,2454,unknown,unknown
10,1,1,3002,unknown,unknown
45,1,0,2141,unknown,unknown
23,1,1,3008,unknown,unknown
47,0,1,2311,unknown,unknown
34,1,1,2511,unknown,unknown
7,1,1,2687,unknown,unknown
44,0,0,3181,unknown,unknown
64,1,1,3351,unknown,unknown
25,1,1,3135,unknown,unknown
42,1,1,2204,unknown,unknown
64,1,1,844,unknown,unknown
35,0,0,2569,unknown,unknown
9,0,1,663,unknown,unknown
49,1,1,3036,unknown,unknown
22,1,1,2223,unknown,unknown
39,1,0,1925,unknown,unknown
58,1,1,2286,unknown,unknown
34,1,1,2519,unknown,unknown
60,1,0,1120,unknown,unknown
38,0,0,3205,unknown,unknown
38,0,1,3184,unknown,unknown
27,1,1,5750,unknown,unknown
8,1,0,375,unknown,unknown
21,1,1,438,unknown,unknown
8,1,0,3597,unknown,unknown
15,0,1,3007,unknown,unknown
36,1,0,700,unknown,unknown
6,1,1,1110,unknown,unknown
48,1,1,1183,unknown,unknown
28,1,0,3173,unknown,unknown
27,1,1,6380,unknown,unknown
42,0,1,3154,unknown,unknown
7,0,1,2632,unknown,unknown
36,1,1,2726,unknown,unknown
13,1,1,2132,unknown,unknown
46,1,1,2784,unknown,unknown
25,1,1,2258,unknown,unknown
27,0,1,3388,unknown,unknown
56,0,0,2881,unknown,unknown
9,1,1,1952,unknown,unknown
38,1,1,2474,unknown,unknown
62,0,1,2491,unknown,unknown
53,0,1,1229,unknown,unknown
18,0,1,2443,unknown,unknown
45,1,1,2394,unknown,unknown
21,1,1,753,unknown,unknown
15,1,1,2772,unknown,unknown
28,0,0,2653,unknown,unknown
36,1,1,2060,unknown,unknown
30,0,1,2263,unknown,unknown
9,1,0,2957,unknown,unknown
11,0,1,2812,unknown,unknown
36,1,1,1886,unknown,unknown
59,0,1,2191,unknown,unknown
52,1,1,2496,unknown,unknown
52,1,1,1789,unknown,unknown
48,0,1,2839,unknown,unknown
15,0,1,2647,unknown,unknown
48,0,1,2344,unknown,unknown
28,1,0,392,unknown,unknown
43,1,0,1941,unknown,unknown
32,0,0,1981,unknown,unknown
36,1,1,3110,unknown,unknown
37,1,0,2145,unknown,unknown
21,1,1,1998,unknown,unknown
54,1,1,2531,unknown,unknown
29,0,1,3478,unknown,unknown
40,1,1,2850,unknown,unknown
8,1,1,760,unknown,unknown
6,1,1,2532,unknown,unknown
43,0,1,6604,unknown,unknown
32,1,1,3839,unknown,unknown
8,0,1,2842,unknown,unknown
44,0,1,3346,unknown,unknown
20,0,1,4735,unknown,unknown
7,0,1,5407,unknown,unknown
26,1,1,2243,unknown,unknown
37,1,0,1965,unknown,unknown
47,1,0,2789,unknown,unknown
15,1,0,2897,unknown,unknown
12,1,0,1254,unknown,unknown
16,0,0,610,unknown,unknown
30,1,1,1970,unknown,unknown
39,1,1,3506,unknown,unknown
34,1,1,3795,unknown,unknown
20,0,0,1813,unknown,unknown
36,1,1,2690,unknown,unknown
21,1,1,1729,unknown,unknown
32,0,0,3469,unknown,unknown
13,0,0,694,unknown,unknown
25,1,1,3258,unknown,unknown
39,1,1,2630,unknown,unknown
42,1,1,2831,unknown,unknown
53,0,1,4411,unknown,unknown
40,1,1,3254,unknown,unknown
26,0,1,2395,unknown,unknown
26,0,1,3643,unknown,unknown
5,0,1,861,unknown,unknown
35,0,1,2539,unknown,unknown
6,0,0,2917,unknown,unknown
33,1,0,2045,unknown,unknown
52,1,0,3141,unknown,unknown
57,1,1,2666,unknown,unknown
14,1,0,1635,unknown,unknown
47,0,1,1846,unknown,unknown
47,0,1,1743,unknown,unknown
22,1,1,2063,unknown,unknown
42,1,1,2651,unknown,unknown
39,1,1,3491,unknown,unknown
15,1,1,3527,unknown,unknown
45,1,1,2124,unknown,unknown
42,1,1,2636,unknown,unknown
27,1,1,1868,unknown,unknown
17,1,1,2498,unknown,unknown
14,1,1,2012,unknown,unknown
5,1,1,2142,unknown,unknown
45,1,1,1976,unknown,unknown
18,0,1,3403,unknown,unknown
37,1,1,1677,unknown,unknown
37,1,1,2880,unknown,unknown
13,1,1,2282,unknown,unknown
44,1,1,3194,unknown,unknown
55,1,1,2151,unknown,unknown
53,0,1,6856,unknown,unknown
