config,vulnerability,severity
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2820,unknown,unknown
JWT_SECRET_LENGTH=62;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2821,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2822,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4623,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1323,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2825,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2826,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2827,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2828,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2829,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4630,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1330,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2832,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2833,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2834,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2835,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2836,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4637,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1337,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2839,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2840,unknown,unknown
JWT_SECRET_LENGTH=49;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2841,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2842,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2843,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4644,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1344,unknown,unknown
JWT_SECRET_LENGTH=54;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2846,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2847,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2848,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2849,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2850,unknown,unknown
JWT_SECRET_LENGTH=59;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4651,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1351,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2853,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2854,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2855,unknown,unknown
JWT_SECRET_LENGTH=64;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2856,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2857,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4658,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1358,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2860,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2861,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2862,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2863,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2864,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4665,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1365,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2867,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2868,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2869,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2870,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2871,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4672,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1372,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2874,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2875,unknown,unknown
JWT_SECRET_LENGTH=51;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2876,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2877,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2878,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4679,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1379,unknown,unknown
JWT_SECRET_LENGTH=56;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2881,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2882,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2883,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2884,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2885,unknown,unknown
JWT_SECRET_LENGTH=61;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4686,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1386,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2888,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2889,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2890,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2891,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2892,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4693,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1393,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2895,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2896,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2897,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2898,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2899,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4700,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1400,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2902,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2903,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2904,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2905,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2906,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4707,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1407,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2909,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2910,unknown,unknown
JWT_SECRET_LENGTH=53;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2911,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2912,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2913,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4714,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1414,unknown,unknown
JWT_SECRET_LENGTH=58;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2916,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2917,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2918,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2919,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2920,unknown,unknown
JWT_SECRET_LENGTH=63;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4721,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1421,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2923,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2924,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2925,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2926,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2927,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4728,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1428,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2930,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2931,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2932,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2933,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2934,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4735,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1435,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2937,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2938,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2939,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2940,unknown,unknown
JWT_SECRET_LENGTH=50;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2941,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4742,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1442,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2944,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2945,unknown,unknown
JWT_SECRET_LENGTH=55;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2946,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2947,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2948,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4749,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1449,unknown,unknown
JWT_SECRET_LENGTH=60;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2951,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2952,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2953,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2954,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2955,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4756,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1456,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2958,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2959,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2960,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2961,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2962,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4763,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1463,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2965,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2966,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2967,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2968,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2969,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4770,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1470,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2972,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2973,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2974,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2975,unknown,unknown
JWT_SECRET_LENGTH=52;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2976,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4777,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1477,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2979,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2980,unknown,unknown
JWT_SECRET_LENGTH=57;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2981,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2982,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2983,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4784,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1484,unknown,unknown
JWT_SECRET_LENGTH=62;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2986,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2987,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2988,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2989,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2990,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4791,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1491,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2993,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2994,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2995,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2996,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2997,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4798,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1498,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3000,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3001,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3002,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3003,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3004,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=4805,unknown,unknown
JWT_SECRET_LENGTH=49;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1505,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3007,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3008,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3009,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3010,unknown,unknown
JWT_SECRET_LENGTH=54;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3011,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=4812,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1512,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3014,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3015,unknown,unknown
JWT_SECRET_LENGTH=59;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3016,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3017,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3018,unknown,unknown
