jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
17,1,1,2618,none,low
34,1,1,2619,none,low
20,0,1,4420,insecure_cookie,high
60,1,0,1120,missing_httponly,medium
12,1,1,2622,weak_jwt_secret,high
22,0,1,2623,insecure_cookie,high
39,1,1,2624,none,low
25,1,0,2625,missing_httponly,medium
32,0,1,2626,insecure_cookie,high
6,1,1,4427,weak_jwt_secret,high
27,1,1,1127,none,low
44,0,0,2629,insecure_cookie,high
30,1,1,2630,none,low
37,1,1,2631,none,low
11,0,1,2632,weak_jwt_secret,high
16,1,0,2633,missing_httponly,medium
32,1,1,4434,long_session,medium
35,0,1,1134,insecure_cookie,high
42,1,1,2636,none,low
5,1,0,2637,weak_jwt_secret,high
21,0,1,2638,insecure_cookie,high
37,1,1,2639,none,low
40,1,1,2640,none,low
47,0,0,4441,insecure_cookie,high
10,1,1,1141,weak_jwt_secret,high
26,1,1,2643,none,low
42,0,1,2644,insecure_cookie,high
24,1,0,2645,missing_httponly,medium
52,1,1,2646,none,low
15,0,1,2647,weak_jwt_secret,high
31,1,1,4448,long_session,medium
47,1,0,1148,missing_httponly,medium
29,0,1,2650,insecure_cookie,high
57,1,1,2651,none,low
9,1,1,2652,weak_jwt_secret,high
20,0,0,2653,insecure_cookie,high
35,1,1,2654,none,low
34,1,1,4455,long_session,medium
62,0,1,1155,insecure_cookie,high
14,1,0,2657,weak_jwt_secret,high
25,1,1,2658,none,low
40,0,1,2659,insecure_cookie,high
39,1,1,2660,none,low
34,1,0,2661,missing_httponly,medium
8,0,1,4462,weak_jwt_secret,high
30,1,1,1162,none,low
45,1,1,2664,none,low
23,0,0,2665,insecure_cookie,high
39,1,1,2666,none,low
13,1,1,2667,weak_jwt_secret,high
19,0,1,2668,insecure_cookie,high
33,1,0,4469,missing_httponly,medium
28,1,1,1169,none,low
44,0,1,2671,insecure_cookie,high
7,1,1,2672,weak_jwt_secret,high
24,1,0,2673,missing_httponly,medium
38,0,1,2674,insecure_cookie,high
33,1,1,2675,none,low
49,1,1,4476,long_session,medium
12,0,0,1176,weak_jwt_secret,high
29,1,1,2678,none,low
43,1,1,2679,none,low
38,0,1,2680,insecure_cookie,high
54,1,0,2681,missing_httponly,medium
6,1,1,2682,weak_jwt_secret,high
18,0,1,4483,insecure_cookie,high
48,1,1,1183,none,low
22,1,0,2685,missing_httponly,medium
59,0,1,2686,insecure_cookie,high
11,1,1,2687,weak_jwt_secret,high
23,1,1,2688,none,low
36,0,0,2689,insecure_cookie,high
27,1,1,4490,long_session,medium
64,1,1,1190,none,low
5,0,1,2692,weak_jwt_secret,high
28,1,0,2693,missing_httponly,medium
41,1,1,2694,none,low
32,0,1,2695,insecure_cookie,high
36,1,1,2696,none,low
10,1,0,4497,weak_jwt_secret,high
17,0,1,1197,insecure_cookie,high
46,1,1,2699,none,low
37,1,1,2700,none,low
41,0,0,2701,insecure_cookie,high
15,1,1,2702,weak_jwt_secret,high
22,1,1,2703,none,low
34,0,1,4504,insecure_cookie,high
21,1,0,1204,missing_httponly,medium
46,1,1,2706,none,low
9,0,1,2707,weak_jwt_secret,high
27,1,1,2708,none,low
39,1,0,2709,missing_httponly,medium
26,0,1,2710,insecure_cookie,high
51,1,1,4511,long_session,medium
14,1,1,1211,weak_jwt_secret,high
16,0,0,2713,insecure_cookie,high
44,1,1,2714,none,low
31,1,1,2715,none,low
56,0,1,2716,insecure_cookie,high
8,1,0,2717,weak_jwt_secret,high
21,1,1,4518,long_session,medium
32,0,1,1218,insecure_cookie,high
36,1,1,2720,none,low
61,1,0,2721,missing_httponly,medium
13,0,1,2722,weak_jwt_secret,high
26,1,1,2723,none,low
37,1,1,2724,none,low
20,0,0,4525,insecure_cookie,high
33,1,1,1225,none,low
7,1,1,2727,weak_jwt_secret,high
31,0,1,2728,insecure_cookie,high
42,1,0,2729,missing_httponly,medium
25,1,1,2730,none,low
38,0,1,2731,insecure_cookie,high
12,1,1,4532,weak_jwt_secret,high
20,1,0,1232,missing_httponly,medium
47,0,1,2734,insecure_cookie,high
30,1,1,2735,none,low
43,1,1,2736,none,low
6,0,0,2737,weak_jwt_secret,high
25,1,1,2738,none,low
35,1,1,4539,long_session,medium
35,0,1,1239,insecure_cookie,high
48,1,0,2741,missing_httponly,medium
11,1,1,2742,weak_jwt_secret,high
30,0,1,2743,insecure_cookie,high
40,1,1,2744,none,low
40,1,0,2745,missing_httponly,medium
53,0,1,4546,insecure_cookie,high
5,1,1,1246,weak_jwt_secret,high
19,1,1,2748,none,low
45,0,0,2749,insecure_cookie,high
24,1,1,2750,none,low
58,1,1,2751,none,low
10,0,1,2752,weak_jwt_secret,high
24,1,0,4553,missing_httponly,medium
33,1,1,1253,none,low
29,0,1,2755,insecure_cookie,high
63,1,1,2756,none,low
15,1,0,2757,weak_jwt_secret,high
29,0,1,2758,insecure_cookie,high
38,1,1,2759,none,low
34,1,1,4560,long_session,medium
35,0,0,1260,insecure_cookie,high
9,1,1,2762,weak_jwt_secret,high
18,1,1,2763,none,low
43,0,1,2764,insecure_cookie,high
39,1,0,2765,missing_httponly,medium
40,1,1,2766,none,low
14,0,1,4567,weak_jwt_secret,high
23,1,1,1267,none,low
48,1,0,2769,missing_httponly,medium
23,0,1,2770,insecure_cookie,high
45,1,1,2771,none,low
8,1,1,2772,weak_jwt_secret,high
28,0,0,2773,insecure_cookie,high
36,1,1,4574,long_session,medium
28,1,1,1274,none,low
50,0,1,2776,insecure_cookie,high
13,1,0,2777,weak_jwt_secret,high
17,1,1,2778,none,low
41,0,1,2779,insecure_cookie,high
33,1,1,2780,none,low
55,1,0,4581,missing_httponly,medium
7,0,1,1281,weak_jwt_secret,high
22,1,1,2783,none,low
46,1,1,2784,none,low
38,0,0,2785,insecure_cookie,high
60,1,1,2786,none,low
12,1,1,2787,weak_jwt_secret,high
27,0,1,4588,insecure_cookie,high
34,1,0,1288,missing_httponly,medium
22,1,1,2790,none,low
32,0,1,2791,insecure_cookie,high
6,1,1,2792,weak_jwt_secret,high
16,1,0,2793,missing_httponly,medium
39,0,1,2794,insecure_cookie,high
27,1,1,4595,long_session,medium
37,1,1,1295,none,low
11,0,0,2797,weak_jwt_secret,high
21,1,1,2798,none,low
44,1,1,2799,none,low
32,0,1,2800,insecure_cookie,high
42,1,0,2801,missing_httponly,medium
5,1,1,4602,weak_jwt_secret,high
26,0,1,1302,insecure_cookie,high
32,1,1,2804,none,low
37,1,0,2805,missing_httponly,medium
47,0,1,2806,insecure_cookie,high
10,1,1,2807,weak_jwt_secret,high
31,1,1,2808,none,low
37,0,0,4609,insecure_cookie,high
21,1,1,1309,none,low
52,1,1,2811,none,low
15,0,1,2812,weak_jwt_secret,high
20,1,0,2813,missing_httponly,medium
42,1,1,2814,none,low
26,0,1,2815,insecure_cookie,high
57,1,1,4616,long_session,medium
9,1,0,1316,weak_jwt_secret,high
25,0,1,2818,insecure_cookie,high
47,1,1,2819,none,low
31,1,1,2820,none,low
62,0,0,2821,insecure_cookie,high
14,1,1,2822,weak_jwt_secret,high
30,1,1,4623,long_session,medium
35,0,1,1323,insecure_cookie,high
36,1,0,2825,missing_httponly,medium
34,1,1,2826,none,low
8,0,1,2827,weak_jwt_secret,high
19,1,1,2828,none,low
40,1,0,2829,missing_httponly,medium
20,0,1,4630,insecure_cookie,high
39,1,1,1330,none,low
13,1,1,2832,weak_jwt_secret,high
24,0,0,2833,insecure_cookie,high
45,1,1,2834,none,low
25,1,1,2835,none,low
44,0,1,2836,insecure_cookie,high
7,1,0,4637,weak_jwt_secret,high
29,1,1,1337,none,low
33,0,1,2839,insecure_cookie,high
30,1,1,2840,none,low
49,1,0,2841,missing_httponly,medium
12,0,1,2842,weak_jwt_secret,high
18,1,1,2843,none,low
38,1,1,4644,long_session,medium
35,0,0,1344,insecure_cookie,high
54,1,1,2846,none,low
6,1,1,2847,weak_jwt_secret,high
23,0,1,2848,insecure_cookie,high
43,1,0,2849,missing_httponly,medium
40,1,1,2850,none,low
59,0,1,4651,insecure_cookie,high
11,1,1,1351,weak_jwt_secret,high
28,1,0,2853,missing_httponly,medium
48,0,1,2854,insecure_cookie,high
24,1,1,2855,none,low
64,1,1,2856,none,low
5,0,0,2857,weak_jwt_secret,high
17,1,1,4658,long_session,medium
36,1,1,1358,none,low
29,0,1,2860,insecure_cookie,high
36,1,0,2861,missing_httponly,medium
10,1,1,2862,weak_jwt_secret,high
22,0,1,2863,insecure_cookie,high
41,1,1,2864,none,low
34,1,0,4665,missing_httponly,medium
41,0,1,1365,insecure_cookie,high
15,1,1,2867,weak_jwt_secret,high
27,1,1,2868,none,low
46,0,0,2869,insecure_cookie,high
39,1,1,2870,none,low
46,1,1,2871,none,low
9,0,1,4672,weak_jwt_secret,high
16,1,0,1372,missing_httponly,medium
34,1,1,2874,none,low
23,0,1,2875,insecure_cookie,high
51,1,1,2876,none,low
14,1,0,2877,weak_jwt_secret,high
21,0,1,2878,insecure_cookie,high
39,1,1,4679,long_session,medium
28,1,1,1379,none,low
56,0,0,2881,insecure_cookie,high
8,1,1,2882,weak_jwt_secret,high
26,1,1,2883,none,low
44,0,1,2884,insecure_cookie,high
33,1,0,2885,missing_httponly,medium
61,1,1,4686,long_session,medium
13,0,1,1386,weak_jwt_secret,high
31,1,1,2888,none,low
32,1,0,2889,missing_httponly,medium
38,0,1,2890,insecure_cookie,high
33,1,1,2891,none,low
7,1,1,2892,weak_jwt_secret,high
20,0,0,4693,insecure_cookie,high
37,1,1,1393,none,low
22,1,1,2895,none,low
38,0,1,2896,insecure_cookie,high
12,1,0,2897,weak_jwt_secret,high
25,1,1,2898,none,low
42,0,1,2899,insecure_cookie,high
27,1,1,4700,long_session,medium
43,1,0,1400,missing_httponly,medium
6,0,1,2902,weak_jwt_secret,high
30,1,1,2903,none,low
47,1,1,2904,none,low
32,0,0,2905,insecure_cookie,high
48,1,1,2906,none,low
11,1,1,4707,weak_jwt_secret,high
19,0,1,1407,insecure_cookie,high
35,1,0,2909,missing_httponly,medium
37,1,1,2910,none,low
53,0,1,2911,insecure_cookie,high
5,1,1,2912,weak_jwt_secret,high
24,1,0,2913,missing_httponly,medium
40,0,1,4714,insecure_cookie,high
21,1,1,1414,none,low
58,1,1,2916,none,low
10,0,0,2917,weak_jwt_secret,high
29,1,1,2918,none,low
45,1,1,2919,none,low
26,0,1,2920,insecure_cookie,high
63,1,0,4721,missing_httponly,medium
15,1,1,1421,weak_jwt_secret,high
18,0,1,2923,insecure_cookie,high
33,1,1,2924,none,low
31,1,0,2925,missing_httponly,medium
35,0,1,2926,insecure_cookie,high
9,1,1,2927,weak_jwt_secret,high
23,1,1,4728,long_session,medium
38,0,0,1428,insecure_cookie,high
36,1,1,2930,none,low
40,1,1,2931,none,low
14,0,1,2932,weak_jwt_secret,high
28,1,0,2933,missing_httponly,medium
43,1,1,2934,none,low
20,0,1,4735,insecure_cookie,high
45,1,1,1435,none,low
8,1,0,2937,weak_jwt_secret,high
17,0,1,2938,insecure_cookie,high
48,1,1,2939,none,low
25,1,1,2940,none,low
50,0,0,2941,insecure_cookie,high
13,1,1,4742,weak_jwt_secret,high
22,1,1,1442,none,low
36,0,1,2944,insecure_cookie,high
30,1,0,2945,missing_httponly,medium
55,1,1,2946,none,low
7,0,1,2947,weak_jwt_secret,high
27,1,1,2948,none,low
41,1,0,4749,missing_httponly,medium
35,0,1,1449,insecure_cookie,high
60,1,1,2951,none,low
12,1,1,2952,weak_jwt_secret,high
16,0,0,2953,insecure_cookie,high
46,1,1,2954,none,low
40,1,1,2955,none,low
32,0,1,4756,insecure_cookie,high
6,1,0,1456,weak_jwt_secret,high
21,1,1,2958,none,low
34,0,1,2959,insecure_cookie,high
24,1,1,2960,none,low
37,1,0,2961,missing_httponly,medium
11,0,1,2962,weak_jwt_secret,high
26,1,1,4763,long_session,medium
39,1,1,1463,none,low
29,0,0,2965,insecure_cookie,high
42,1,1,2966,none,low
5,1,1,2967,weak_jwt_secret,high
31,0,1,2968,insecure_cookie,high
44,1,0,2969,missing_httponly,medium
34,1,1,4770,long_session,medium
47,0,1,1470,insecure_cookie,high
10,1,1,2972,weak_jwt_secret,high
20,1,0,2973,missing_httponly,medium
32,0,1,2974,insecure_cookie,high
39,1,1,2975,none,low
52,1,1,2976,none,low
15,0,0,4777,weak_jwt_secret,high
25,1,1,1477,none,low
37,1,1,2979,none,low
23,0,1,2980,insecure_cookie,high
57,1,0,2981,missing_httponly,medium
9,1,1,2982,weak_jwt_secret,high
30,0,1,2983,insecure_cookie,high
42,1,1,4784,long_session,medium
28,1,0,1484,missing_httponly,medium
62,0,1,2986,insecure_cookie,high
14,1,1,2987,weak_jwt_secret,high
19,1,1,2988,none,low
47,0,0,2989,insecure_cookie,high
33,1,1,2990,none,low
34,1,1,4791,long_session,medium
8,0,1,1491,weak_jwt_secret,high
24,1,0,2993,missing_httponly,medium
35,1,1,2994,none,low
38,0,1,2995,insecure_cookie,high
39,1,1,2996,none,low
13,1,0,2997,weak_jwt_secret,high
29,0,1,4798,insecure_cookie,high
40,1,1,1498,none,low
22,1,1,3000,none,low
44,0,0,3001,insecure_cookie,high
7,1,1,3002,weak_jwt_secret,high
18,1,1,3003,none,low
45,0,1,3004,insecure_cookie,high
27,1,0,4805,missing_httponly,medium
49,1,1,1505,none,low
12,0,1,3007,weak_jwt_secret,high
23,1,1,3008,none,low
33,1,0,3009,missing_httponly,medium
32,0,1,3010,insecure_cookie,high
54,1,1,3011,none,low
6,1,1,4812,weak_jwt_secret,high
28,0,0,1512,insecure_cookie,high
38,1,1,3014,none,low
37,1,1,3015,none,low
59,0,1,3016,insecure_cookie,high
11,1,0,3017,weak_jwt_secret,high
17,1,1,3018,none,low
43,0,1,4819,insecure_cookie,high
21,1,1,1519,none,low
64,1,0,3021,missing_httponly,medium
5,0,1,3022,weak_jwt_secret,high
22,1,1,3023,none,low
48,1,1,3024,none,low
26,0,0,3025,insecure_cookie,high
36,1,1,4826,long_session,medium
10,1,1,1526,weak_jwt_secret,high
27,0,1,3028,insecure_cookie,high
36,1,0,3029,missing_httponly,medium
31,1,1,3030,none,low
41,0,1,3031,insecure_cookie,high
15,1,1,3032,weak_jwt_secret,high
16,1,0,4833,missing_httponly,medium
41,0,1,1533,insecure_cookie,high
36,1,1,3035,none,low
46,1,1,3036,none,low
9,0,0,3037,weak_jwt_secret,high
21,1,1,3038,none,low
46,1,1,3039,none,low
20,0,1,4840,insecure_cookie,high
51,1,0,1540,missing_httponly,medium
14,1,1,3042,weak_jwt_secret,high
26,0,1,3043,insecure_cookie,high
34,1,1,3044,none,low
25,1,0,3045,missing_httponly,medium
56,0,1,3046,insecure_cookie,high
8,1,1,4847,weak_jwt_secret,high
31,1,1,1547,none,low
39,0,0,3049,insecure_cookie,high
30,1,1,3050,none,low
61,1,1,3051,none,low
13,0,1,3052,weak_jwt_secret,high
20,1,0,3053,missing_httponly,medium
44,1,1,4854,long_session,medium
35,0,1,1554,insecure_cookie,high
33,1,1,3056,none,low
7,1,0,3057,weak_jwt_secret,high
25,0,1,3058,insecure_cookie,high
32,1,1,3059,none,low
40,1,1,3060,none,low
38,0,0,4861,insecure_cookie,high
12,1,1,1561,weak_jwt_secret,high
30,1,1,3063,none,low
37,0,1,3064,insecure_cookie,high
24,1,0,3065,missing_httponly,medium
43,1,1,3066,none,low
6,0,1,3067,weak_jwt_secret,high
19,1,1,4868,long_session,medium
42,1,0,1568,missing_httponly,medium
29,0,1,3070,insecure_cookie,high
48,1,1,3071,none,low
11,1,1,3072,weak_jwt_secret,high
24,0,0,3073,insecure_cookie,high
47,1,1,3074,none,low
34,1,1,4875,long_session,medium
53,0,1,1575,insecure_cookie,high
5,1,0,3077,weak_jwt_secret,high
29,1,1,3078,none,low
35,0,1,3079,insecure_cookie,high
39,1,1,3080,none,low
58,1,0,3081,missing_httponly,medium
10,0,1,4882,weak_jwt_secret,high
18,1,1,1582,none,low
40,1,1,3084,none,low
23,0,0,3085,insecure_cookie,high
63,1,1,3086,none,low
15,1,1,3087,weak_jwt_secret,high
23,0,1,3088,insecure_cookie,high
45,1,0,4889,missing_httponly,medium
28,1,1,1589,none,low
35,0,1,3091,insecure_cookie,high
9,1,1,3092,weak_jwt_secret,high
28,1,0,3093,missing_httponly,medium
33,0,1,3094,insecure_cookie,high
33,1,1,3095,none,low
40,1,1,4896,long_session,medium
14,0,0,1596,weak_jwt_secret,high
17,1,1,3098,none,low
38,1,1,3099,none,low
38,0,1,3100,insecure_cookie,high
45,1,0,3101,missing_httponly,medium
8,1,1,3102,weak_jwt_secret,high
22,0,1,4903,insecure_cookie,high
43,1,1,1603,none,low
22,1,0,3105,missing_httponly,medium
50,0,1,3106,insecure_cookie,high
13,1,1,3107,weak_jwt_secret,high
27,1,1,3108,none,low
48,0,0,3109,insecure_cookie,high
27,1,1,4910,long_session,medium
55,1,1,1610,none,low
7,0,1,3112,weak_jwt_secret,high
16,1,0,3113,missing_httponly,medium
36,1,1,3114,none,low
32,0,1,3115,insecure_cookie,high
60,1,1,3116,none,low
12,1,0,4917,weak_jwt_secret,high
21,0,1,1617,insecure_cookie,high
41,1,1,3119,none,low
37,1,1,3120,none,low
32,0,0,3121,insecure_cookie,high
6,1,1,3122,weak_jwt_secret,high
26,1,1,3123,none,low
46,0,1,4924,insecure_cookie,high
21,1,0,1624,missing_httponly,medium
37,1,1,3126,none,low
11,0,1,3127,weak_jwt_secret,high
31,1,1,3128,none,low
34,1,0,3129,missing_httponly,medium
26,0,1,3130,insecure_cookie,high
42,1,1,4931,long_session,medium
5,1,1,1631,weak_jwt_secret,high
20,0,0,3133,insecure_cookie,high
39,1,1,3134,none,low
31,1,1,3135,none,low
47,0,1,3136,insecure_cookie,high
10,1,0,3137,weak_jwt_secret,high
25,1,1,4938,long_session,medium
44,0,1,1638,insecure_cookie,high
36,1,1,3140,none,low
52,1,0,3141,missing_httponly,medium
15,0,1,3142,weak_jwt_secret,high
30,1,1,3143,none,low
32,1,1,3144,none,low
20,0,0,4945,insecure_cookie,high
57,1,1,1645,none,low
9,1,1,3147,weak_jwt_secret,high
19,0,1,3148,insecure_cookie,high
37,1,0,3149,missing_httponly,medium
25,1,1,3150,none,low
62,0,1,3151,insecure_cookie,high
14,1,1,4952,weak_jwt_secret,high
24,1,0,1652,missing_httponly,medium
42,0,1,3154,insecure_cookie,high
30,1,1,3155,none,low
34,1,1,3156,none,low
8,0,0,3157,weak_jwt_secret,high
29,1,1,3158,none,low
47,1,1,4959,long_session,medium
35,0,1,1659,insecure_cookie,high
39,1,0,3161,missing_httponly,medium
13,1,1,3162,weak_jwt_secret,high
18,0,1,3163,insecure_cookie,high
35,1,1,3164,none,low
40,1,0,3165,missing_httponly,medium
44,0,1,4966,insecure_cookie,high
7,1,1,1666,weak_jwt_secret,high
23,1,1,3168,none,low
40,0,0,3169,insecure_cookie,high
24,1,1,3170,none,low
49,1,1,3171,none,low
12,0,1,3172,weak_jwt_secret,high
28,1,0,4973,missing_httponly,medium
45,1,1,1673,none,low
29,0,1,3175,insecure_cookie,high
54,1,1,3176,none,low
6,1,0,3177,weak_jwt_secret,high
17,0,1,3178,insecure_cookie,high
33,1,1,3179,none,low
34,1,1,4980,long_session,medium
59,0,0,1680,insecure_cookie,high
11,1,1,3182,weak_jwt_secret,high
22,1,1,3183,none,low
38,0,1,3184,insecure_cookie,high
39,1,0,3185,missing_httponly,medium
64,1,1,3186,none,low
5,0,1,4987,weak_jwt_secret,high
27,1,1,1687,none,low
43,1,0,3189,missing_httponly,medium
23,0,1,3190,insecure_cookie,high
36,1,1,3191,none,low
10,1,1,3192,weak_jwt_secret,high
16,0,0,3193,insecure_cookie,high
48,1,1,4994,long_session,medium
28,1,1,1694,none,low
41,0,1,3196,insecure_cookie,high
15,1,0,3197,weak_jwt_secret,high
21,1,1,3198,none,low
36,0,1,3199,insecure_cookie,high
33,1,1,3200,none,low
46,1,0,5001,missing_httponly,medium
9,0,1,1701,weak_jwt_secret,high
26,1,1,3203,none,low
41,1,1,3204,none,low
38,0,0,3205,insecure_cookie,high
51,1,1,3206,none,low
14,1,1,3207,weak_jwt_secret,high
31,0,1,5008,insecure_cookie,high
46,1,0,1708,missing_httponly,medium
22,1,1,3210,none,low
56,0,1,3211,insecure_cookie,high
8,1,1,3212,weak_jwt_secret,high
20,1,0,3213,missing_httponly,medium
34,0,1,3214,insecure_cookie,high
27,1,1,5015,long_session,medium
61,1,1,1715,none,low
13,0,0,3217,weak_jwt_secret,high
25,1,1,3218,none,low
39,1,1,3219,none,low
32,0,1,3220,insecure_cookie,high
33,1,0,3221,missing_httponly,medium
7,1,1,5022,weak_jwt_secret,high
30,0,1,1722,insecure_cookie,high
44,1,1,3224,none,low
37,1,0,3225,missing_httponly,medium
38,0,1,3226,insecure_cookie,high
12,1,1,3227,weak_jwt_secret,high
19,1,1,3228,none,low
32,0,0,5029,insecure_cookie,high
21,1,1,1729,none,low
43,1,1,3231,none,low
6,0,1,3232,weak_jwt_secret,high
24,1,0,3233,missing_httponly,medium
37,1,1,3234,none,low
26,0,1,3235,insecure_cookie,high
48,1,1,5036,long_session,medium
11,1,0,1736,weak_jwt_secret,high
29,0,1,3238,insecure_cookie,high
42,1,1,3239,none,low
31,1,1,3240,none,low
53,0,0,3241,insecure_cookie,high
5,1,1,3242,weak_jwt_secret,high
18,1,1,5043,long_session,medium
47,0,1,1743,insecure_cookie,high
36,1,0,3245,missing_httponly,medium
58,1,1,3246,none,low
10,0,1,3247,weak_jwt_secret,high
23,1,1,3248,none,low
35,1,0,3249,missing_httponly,medium
20,0,1,5050,insecure_cookie,high
63,1,1,1750,none,low
15,1,1,3252,weak_jwt_secret,high
28,0,0,3253,insecure_cookie,high
40,1,1,3254,none,low
25,1,1,3255,none,low
35,0,1,3256,insecure_cookie,high
9,1,0,5057,weak_jwt_secret,high
17,1,1,1757,none,low
45,0,1,3259,insecure_cookie,high
30,1,1,3260,none,low
40,1,0,3261,missing_httponly,medium
14,0,1,3262,weak_jwt_secret,high
22,1,1,3263,none,low
33,1,1,5064,long_session,medium
35,0,0,1764,insecure_cookie,high
45,1,1,3266,none,low
8,1,1,3267,weak_jwt_secret,high
27,0,1,3268,insecure_cookie,high
38,1,0,3269,missing_httponly,medium
40,1,1,3270,none,low
50,0,1,5071,insecure_cookie,high
13,1,1,1771,weak_jwt_secret,high
16,1,0,3273,missing_httponly,medium
43,0,1,3274,insecure_cookie,high
24,1,1,3275,none,low
55,1,1,3276,none,low
7,0,0,3277,weak_jwt_secret,high
21,1,1,5078,long_session,medium
48,1,1,1778,none,low
29,0,1,3280,insecure_cookie,high
60,1,0,3281,missing_httponly,medium
12,1,1,3282,weak_jwt_secret,high
26,0,1,3283,insecure_cookie,high
36,1,1,3284,none,low
34,1,0,5085,missing_httponly,medium
32,0,1,1785,insecure_cookie,high
6,1,1,3287,weak_jwt_secret,high
31,1,1,3288,none,low
41,0,0,3289,insecure_cookie,high
39,1,1,3290,none,low
37,1,1,3291,none,low
11,0,1,5092,weak_jwt_secret,high
20,1,0,1792,missing_httponly,medium
46,1,1,3294,none,low
23,0,1,3295,insecure_cookie,high
42,1,1,3296,none,low
5,1,0,3297,weak_jwt_secret,high
25,0,1,3298,insecure_cookie,high
34,1,1,5099,long_session,medium
28,1,1,1799,none,low
47,0,0,3301,insecure_cookie,high
10,1,1,3302,weak_jwt_secret,high
30,1,1,3303,none,low
39,0,1,3304,insecure_cookie,high
33,1,0,3305,missing_httponly,medium
52,1,1,5106,long_session,medium
15,0,1,305,weak_jwt_secret,high
19,1,1,3308,none,low
44,1,0,3309,missing_httponly,medium
38,0,1,3310,insecure_cookie,high
57,1,1,3311,none,low
9,1,1,3312,weak_jwt_secret,high
24,0,0,5113,insecure_cookie,high
32,1,1,312,none,low
22,1,1,3315,none,low
62,0,1,3316,insecure_cookie,high
14,1,0,3317,weak_jwt_secret,high
29,1,1,3318,none,low
37,0,1,3319,insecure_cookie,high
27,1,1,5120,long_session,medium
34,1,0,319,missing_httponly,medium
8,0,1,3322,weak_jwt_secret,high
18,1,1,3323,none,low
42,1,1,3324,none,low
32,0,0,3325,insecure_cookie,high
39,1,1,3326,none,low
13,1,1,5127,weak_jwt_secret,high
23,0,1,326,insecure_cookie,high
47,1,0,3329,missing_httponly,medium
37,1,1,3330,none,low
44,0,1,3331,insecure_cookie,high
7,1,1,3332,weak_jwt_secret,high
28,1,0,3333,missing_httponly,medium
35,0,1,5134,insecure_cookie,high
21,1,1,333,none,low
49,1,1,3336,none,low
12,0,0,3337,weak_jwt_secret,high
17,1,1,3338,none,low
40,1,1,3339,none,low
26,0,1,3340,insecure_cookie,high
54,1,0,5141,missing_httponly,medium
6,1,1,340,weak_jwt_secret,high
22,0,1,3343,insecure_cookie,high
45,1,1,3344,none,low
31,1,0,3345,missing_httponly,medium
59,0,1,3346,insecure_cookie,high
11,1,1,3347,weak_jwt_secret,high
27,1,1,5148,long_session,medium
33,0,0,347,insecure_cookie,high
36,1,1,3350,none,low
64,1,1,3351,none,low
5,0,1,3352,weak_jwt_secret,high
16,1,0,3353,missing_httponly,medium
38,1,1,3354,none,low
20,0,1,5155,insecure_cookie,high
36,1,1,354,none,low
10,1,0,3357,weak_jwt_secret,high
21,0,1,3358,insecure_cookie,high
43,1,1,3359,none,low
25,1,1,3360,none,low
41,0,0,3361,insecure_cookie,high
15,1,1,5162,weak_jwt_secret,high
26,1,1,361,none,low
48,0,1,3364,insecure_cookie,high
30,1,0,3365,missing_httponly,medium
46,1,1,3366,none,low
9,0,1,3367,weak_jwt_secret,high
31,1,1,3368,none,low
36,1,0,5169,missing_httponly,medium
35,0,1,368,insecure_cookie,high
51,1,1,3371,none,low
14,1,1,3372,weak_jwt_secret,high
20,0,0,3373,insecure_cookie,high
41,1,1,3374,none,low
40,1,1,3375,none,low
56,0,1,5176,insecure_cookie,high
8,1,0,375,weak_jwt_secret,high
25,1,1,3378,none,low
46,0,1,3379,insecure_cookie,high
24,1,1,3380,none,low
61,1,0,3381,missing_httponly,medium
13,0,1,3382,weak_jwt_secret,high
30,1,1,5183,long_session,medium
34,1,1,382,none,low
29,0,0,3385,insecure_cookie,high
33,1,1,3386,none,low
7,1,1,3387,weak_jwt_secret,high
19,0,1,3388,insecure_cookie,high
39,1,0,3389,missing_httponly,medium
34,1,1,5190,long_session,medium
38,0,1,389,insecure_cookie,high
12,1,1,3392,weak_jwt_secret,high
24,1,0,3393,missing_httponly,medium
44,0,1,3394,insecure_cookie,high
39,1,1,3395,none,low
43,1,1,3396,none,low
6,0,0,5197,weak_jwt_secret,high
29,1,1,396,none,low
32,1,1,3399,none,low
23,0,1,3400,insecure_cookie,high
48,1,0,3401,missing_httponly,medium
11,1,1,3402,weak_jwt_secret,high
18,0,1,3403,insecure_cookie,high
37,1,1,5204,long_session,medium
28,1,0,403,missing_httponly,medium
53,0,1,3406,insecure_cookie,high
5,1,1,3407,weak_jwt_secret,high
23,1,1,3408,none,low
42,0,0,3409,insecure_cookie,high
33,1,1,3410,none,low
58,1,1,5211,long_session,medium
10,0,1,410,weak_jwt_secret,high
28,1,0,3413,missing_httponly,medium
47,1,1,3414,none,low
38,0,1,3415,insecure_cookie,high
63,1,1,3416,none,low
15,1,0,3417,weak_jwt_secret,high
17,0,1,5218,insecure_cookie,high
35,1,1,417,none,low
22,1,1,3420,none,low
35,0,0,3421,insecure_cookie,high
9,1,1,3422,weak_jwt_secret,high
22,1,1,3423,none,low
40,0,1,3424,insecure_cookie,high
27,1,0,5225,missing_httponly,medium
40,1,1,424,none,low
14,0,1,3427,weak_jwt_secret,high
27,1,1,3428,none,low
45,1,0,3429,missing_httponly,medium
32,0,1,3430,insecure_cookie,high
45,1,1,3431,none,low
